,Correlations,Quantity,Name,Centrality,Length
0,0.1765806374378536,Torsion,Curve 97,linear,Length 200
1,-0.07018559304493681,Curvature,Curve 97,linear,Length 200
2,0.129951269918849,Density,Curve 97,linear,Length 200
0,0.09486418415491979,Torsion,Curve 98,max,Length 200
1,-0.1361888815752314,Curvature,Curve 98,max,Length 200
2,0.2624730030385318,Density,Curve 98,max,Length 200
0,0.11598637151517942,Torsion,Curve 98,linear,Length 200
1,-0.04354391755973543,Curvature,Curve 98,linear,Length 200
2,0.20799038636151831,Density,Curve 98,linear,Length 200
0,0.09864135881605492,Torsion,Curve 99,max,Length 200
1,-0.08739470912277537,Curvature,Curve 99,max,Length 200
2,0.016673910527991415,Density,Curve 99,max,Length 200
0,0.007871365787701746,Torsion,Curve 99,linear,Length 200
1,-0.04375738755782373,Curvature,Curve 99,linear,Length 200
2,-0.13754749457346008,Density,Curve 99,linear,Length 200
0,-0.042426750432468005,Torsion,Curve 100,max,Length 200
1,-0.14606663421746463,Curvature,Curve 100,max,Length 200
2,0.2325328050782098,Density,Curve 100,max,Length 200
0,0.003390427372444494,Torsion,Curve 100,linear,Length 200
1,-0.0348065380468361,Curvature,Curve 100,linear,Length 200
2,-0.054728652222600094,Density,Curve 100,linear,Length 200
0,0.006229211498573727,Torsion,Curve 101,max,Length 200
1,-0.07182076374157506,Curvature,Curve 101,max,Length 200
2,0.1947322036960485,Density,Curve 101,max,Length 200
0,0.0236234695945488,Torsion,Curve 101,linear,Length 200
1,-0.04861191735409354,Curvature,Curve 101,linear,Length 200
2,-0.21798291258820077,Density,Curve 101,linear,Length 200
0,-0.027668217203935176,Torsion,Curve 102,max,Length 200
1,-0.15139285286822055,Curvature,Curve 102,max,Length 200
2,0.14608326022958615,Density,Curve 102,max,Length 200
0,0.05994125607426792,Torsion,Curve 102,linear,Length 200
1,-0.07496875090572658,Curvature,Curve 102,linear,Length 200
2,-0.20567058361494436,Density,Curve 102,linear,Length 200
0,0.03668038080576794,Torsion,Curve 103,max,Length 200
1,-0.029872688591911223,Curvature,Curve 103,max,Length 200
2,0.36115090253973087,Density,Curve 103,max,Length 200
0,0.08788625860279554,Torsion,Curve 103,linear,Length 200
1,0.003625663325486917,Curvature,Curve 103,linear,Length 200
2,0.15526865237495474,Density,Curve 103,linear,Length 200
0,0.16628422918794225,Torsion,Curve 104,max,Length 200
1,-0.15674999389434693,Curvature,Curve 104,max,Length 200
2,-0.1252623639020872,Density,Curve 104,max,Length 200
0,0.0835896303951203,Torsion,Curve 104,linear,Length 200
1,-0.022243179782936436,Curvature,Curve 104,linear,Length 200
2,-0.26223657799689554,Density,Curve 104,linear,Length 200
0,-0.05157608234983557,Torsion,Curve 105,max,Length 200
1,-0.10998480568670754,Curvature,Curve 105,max,Length 200
2,0.10694371134633934,Density,Curve 105,max,Length 200
0,0.06994111547343569,Torsion,Curve 105,linear,Length 200
1,-0.04302019165747213,Curvature,Curve 105,linear,Length 200
2,0.001229426146174547,Density,Curve 105,linear,Length 200
0,0.12524232273126557,Torsion,Curve 106,max,Length 200
1,-0.04743020839782142,Curvature,Curve 106,max,Length 200
2,0.16307665609704602,Density,Curve 106,max,Length 200
0,0.0909883402449673,Torsion,Curve 106,linear,Length 200
1,-0.08986329108855551,Curvature,Curve 106,linear,Length 200
2,0.13568495572553915,Density,Curve 106,linear,Length 200
0,0.09481334316738008,Torsion,Curve 107,max,Length 200
1,-0.04192180774585041,Curvature,Curve 107,max,Length 200
2,-0.09943429022586482,Density,Curve 107,max,Length 200
0,0.1805159486773065,Torsion,Curve 107,linear,Length 200
1,-0.11699417749688612,Curvature,Curve 107,linear,Length 200
2,-0.361715479036155,Density,Curve 107,linear,Length 200
0,0.05884204567339939,Torsion,Curve 108,max,Length 200
1,-0.1892534275121345,Curvature,Curve 108,max,Length 200
2,0.19827059581620732,Density,Curve 108,max,Length 200
0,0.03467850692248733,Torsion,Curve 108,linear,Length 200
1,-0.09050369446208154,Curvature,Curve 108,linear,Length 200
2,-0.10472363435777779,Density,Curve 108,linear,Length 200
0,-0.02609890641544946,Torsion,Curve 109,max,Length 200
1,-0.1408584625443983,Curvature,Curve 109,max,Length 200
2,0.06355195158985716,Density,Curve 109,max,Length 200
0,-0.02082810543465912,Torsion,Curve 109,linear,Length 200
1,-0.0577088276207911,Curvature,Curve 109,linear,Length 200
2,0.06427118990443616,Density,Curve 109,linear,Length 200
0,-0.004828097691676053,Torsion,Curve 110,max,Length 200
1,-0.05877796873251513,Curvature,Curve 110,max,Length 200
2,0.15081343370355238,Density,Curve 110,max,Length 200
0,0.009899276582781863,Torsion,Curve 110,linear,Length 200
1,-0.01791265827310798,Curvature,Curve 110,linear,Length 200
2,-0.245612402954907,Density,Curve 110,linear,Length 200
0,0.14217115266374086,Torsion,Curve 111,max,Length 200
1,-0.22009732969851747,Curvature,Curve 111,max,Length 200
2,0.5016630148670589,Density,Curve 111,max,Length 200
0,-0.025339659858614534,Torsion,Curve 111,linear,Length 200
1,-0.06512258796576244,Curvature,Curve 111,linear,Length 200
2,0.08406247525713371,Density,Curve 111,linear,Length 200
0,0.11002209987778473,Torsion,Curve 112,max,Length 200
1,-0.26841106510856505,Curvature,Curve 112,max,Length 200
2,0.48859887049051265,Density,Curve 112,max,Length 200
0,-0.028969978465647545,Torsion,Curve 112,linear,Length 200
1,-0.07444488357334786,Curvature,Curve 112,linear,Length 200
2,-0.01174636267135618,Density,Curve 112,linear,Length 200
0,0.129949789380016,Torsion,Curve 113,max,Length 200
1,-0.027401002803312032,Curvature,Curve 113,max,Length 200
2,-0.15075614720934194,Density,Curve 113,max,Length 200
0,0.1744102304919342,Torsion,Curve 113,linear,Length 200
1,0.07314970599940405,Curvature,Curve 113,linear,Length 200
2,-0.47871869393958255,Density,Curve 113,linear,Length 200
0,0.11527702073975113,Torsion,Curve 114,max,Length 200
1,-0.13732269145536516,Curvature,Curve 114,max,Length 200
2,0.2006264298558343,Density,Curve 114,max,Length 200
0,0.1128178818053928,Torsion,Curve 114,linear,Length 200
1,-0.0918902636005595,Curvature,Curve 114,linear,Length 200
2,-0.05933961017683528,Density,Curve 114,linear,Length 200
0,-0.0572902716868819,Torsion,Curve 115,max,Length 200
1,0.04068232644504011,Curvature,Curve 115,max,Length 200
2,0.2985332493602643,Density,Curve 115,max,Length 200
0,-0.022045136149109648,Torsion,Curve 115,linear,Length 200
1,-0.07471942598560152,Curvature,Curve 115,linear,Length 200
2,0.09685049127314503,Density,Curve 115,linear,Length 200
0,0.14367240235560602,Torsion,Curve 116,max,Length 200
1,-0.039563179665835974,Curvature,Curve 116,max,Length 200
2,0.23632186372000286,Density,Curve 116,max,Length 200
0,0.036963484681868074,Torsion,Curve 116,linear,Length 200
1,-0.08442289590749519,Curvature,Curve 116,linear,Length 200
2,-0.04637985862430771,Density,Curve 116,linear,Length 200
0,-0.0004875136304508514,Torsion,Curve 117,max,Length 200
1,-0.05997782520696598,Curvature,Curve 117,max,Length 200
2,-0.24338192880482307,Density,Curve 117,max,Length 200
0,-0.07778769485212687,Torsion,Curve 117,linear,Length 200
1,-0.013467410875144234,Curvature,Curve 117,linear,Length 200
2,-0.29488817346727814,Density,Curve 117,linear,Length 200
0,0.09690031818812184,Torsion,Curve 118,max,Length 200
1,-0.1901230242935787,Curvature,Curve 118,max,Length 200
2,0.02401118017752551,Density,Curve 118,max,Length 200
0,0.06768809109822947,Torsion,Curve 118,linear,Length 200
1,-0.19549777208846958,Curvature,Curve 118,linear,Length 200
2,-0.2742923248165091,Density,Curve 118,linear,Length 200
0,0.11637536197227205,Torsion,Curve 119,max,Length 200
1,-0.13580233791318008,Curvature,Curve 119,max,Length 200
2,0.2640082908800832,Density,Curve 119,max,Length 200
0,0.04786847326138986,Torsion,Curve 119,linear,Length 200
1,-0.06692725269544587,Curvature,Curve 119,linear,Length 200
2,-0.32872235653373616,Density,Curve 119,linear,Length 200
0,0.09365287680131905,Torsion,Curve 120,max,Length 200
1,-0.02069905019227959,Curvature,Curve 120,max,Length 200
2,0.19702366067118693,Density,Curve 120,max,Length 200
0,0.07257964367263119,Torsion,Curve 120,linear,Length 200
1,-0.03622134222121406,Curvature,Curve 120,linear,Length 200
2,-0.10332359206355125,Density,Curve 120,linear,Length 200
0,-0.043798352749663434,Torsion,Curve 121,max,Length 200
1,-0.04258676524867737,Curvature,Curve 121,max,Length 200
2,0.05418847161503551,Density,Curve 121,max,Length 200
0,0.08965217562476442,Torsion,Curve 121,linear,Length 200
1,-0.03332850516016361,Curvature,Curve 121,linear,Length 200
2,-0.21580263002370095,Density,Curve 121,linear,Length 200
0,-0.05830736368474183,Torsion,Curve 122,max,Length 200
1,-0.0306561882824037,Curvature,Curve 122,max,Length 200
2,0.2311575180010279,Density,Curve 122,max,Length 200
0,0.023865442666411805,Torsion,Curve 122,linear,Length 200
1,-0.0906166687433938,Curvature,Curve 122,linear,Length 200
2,0.05880051098733434,Density,Curve 122,linear,Length 200
0,0.15871320825451238,Torsion,Curve 123,max,Length 200
1,-0.0995465893420426,Curvature,Curve 123,max,Length 200
2,0.19209736809832034,Density,Curve 123,max,Length 200
0,-0.040072442404180966,Torsion,Curve 123,linear,Length 200
1,-0.06338606798010257,Curvature,Curve 123,linear,Length 200
2,0.11914031736321425,Density,Curve 123,linear,Length 200
0,0.14061862078015855,Torsion,Curve 124,max,Length 200
1,-0.1426522597787082,Curvature,Curve 124,max,Length 200
2,0.27389200405484726,Density,Curve 124,max,Length 200
0,0.04831105352934133,Torsion,Curve 124,linear,Length 200
1,-0.06021600175104416,Curvature,Curve 124,linear,Length 200
2,0.1251427780369775,Density,Curve 124,linear,Length 200
0,0.05107082131303979,Torsion,Curve 125,max,Length 200
1,-0.16044719408137878,Curvature,Curve 125,max,Length 200
2,0.43311570139597744,Density,Curve 125,max,Length 200
0,0.05498559690959966,Torsion,Curve 125,linear,Length 200
1,-0.04674782899197785,Curvature,Curve 125,linear,Length 200
2,0.029767481184079358,Density,Curve 125,linear,Length 200
0,0.005924494480341542,Torsion,Curve 126,max,Length 200
1,-0.23524731032691173,Curvature,Curve 126,max,Length 200
2,0.32118562142137486,Density,Curve 126,max,Length 200
0,-0.15984907325990763,Torsion,Curve 126,linear,Length 200
1,-0.07245946359166708,Curvature,Curve 126,linear,Length 200
2,-0.10202912929566076,Density,Curve 126,linear,Length 200
0,-0.018888852299540546,Torsion,Curve 127,max,Length 200
1,-0.10718252801275943,Curvature,Curve 127,max,Length 200
2,0.4020719049045776,Density,Curve 127,max,Length 200
0,-1.8331549251442086e-05,Torsion,Curve 127,linear,Length 200
1,-0.07989047604614291,Curvature,Curve 127,linear,Length 200
2,0.5029082931784986,Density,Curve 127,linear,Length 200
0,0.101213153911979,Torsion,Curve 128,max,Length 200
1,-0.051321619111299205,Curvature,Curve 128,max,Length 200
2,0.37295790933559086,Density,Curve 128,max,Length 200
0,0.15304441709376743,Torsion,Curve 128,linear,Length 200
1,-0.03824505843972791,Curvature,Curve 128,linear,Length 200
2,0.1444433233999482,Density,Curve 128,linear,Length 200
0,-0.1198119903786381,Torsion,Curve 129,max,Length 200
1,-0.04589130199891573,Curvature,Curve 129,max,Length 200
2,0.3392016614624666,Density,Curve 129,max,Length 200
0,-0.04143846602740706,Torsion,Curve 129,linear,Length 200
1,-0.05890190148790427,Curvature,Curve 129,linear,Length 200
2,0.3704433495873764,Density,Curve 129,linear,Length 200
0,0.11758475821467708,Torsion,Curve 130,max,Length 200
1,-0.1093363386684673,Curvature,Curve 130,max,Length 200
2,0.43174336882996794,Density,Curve 130,max,Length 200
0,0.15801316810855304,Torsion,Curve 130,linear,Length 200
1,-0.07749501440044208,Curvature,Curve 130,linear,Length 200
2,-0.008925520527555075,Density,Curve 130,linear,Length 200
0,0.020970631502952912,Torsion,Curve 131,max,Length 200
1,-0.09921867540163826,Curvature,Curve 131,max,Length 200
2,-0.052068821563232295,Density,Curve 131,max,Length 200
0,0.023706412167622336,Torsion,Curve 131,linear,Length 200
1,0.05752641442747578,Curvature,Curve 131,linear,Length 200
2,-0.2252344371231564,Density,Curve 131,linear,Length 200
0,0.14138879787409764,Torsion,Curve 132,max,Length 200
1,-0.1277662539535603,Curvature,Curve 132,max,Length 200
2,0.09026301707706975,Density,Curve 132,max,Length 200
0,0.05816756498615288,Torsion,Curve 132,linear,Length 200
1,-0.07091748225119583,Curvature,Curve 132,linear,Length 200
2,-0.07930868263186962,Density,Curve 132,linear,Length 200
0,0.11542089796148594,Torsion,Curve 133,max,Length 200
1,-0.15689564204570788,Curvature,Curve 133,max,Length 200
2,-0.08819691392172636,Density,Curve 133,max,Length 200
0,0.02094833957136989,Torsion,Curve 133,linear,Length 200
1,-0.04061800099767186,Curvature,Curve 133,linear,Length 200
2,-0.24202185475161236,Density,Curve 133,linear,Length 200
0,0.09367363896468016,Torsion,Curve 134,max,Length 200
1,-0.1894021869303974,Curvature,Curve 134,max,Length 200
2,0.34289863186707553,Density,Curve 134,max,Length 200
0,0.10285528022174086,Torsion,Curve 134,linear,Length 200
1,-0.0648977827951462,Curvature,Curve 134,linear,Length 200
2,-0.07627320183402435,Density,Curve 134,linear,Length 200
0,0.037726179394076506,Torsion,Curve 135,max,Length 200
1,-0.0026044701810519506,Curvature,Curve 135,max,Length 200
2,0.24516892922080566,Density,Curve 135,max,Length 200
0,0.010458216741813145,Torsion,Curve 135,linear,Length 200
1,0.0039327554173310035,Curvature,Curve 135,linear,Length 200
2,0.11598233538859068,Density,Curve 135,linear,Length 200
0,-0.18458543567820418,Torsion,Curve 136,max,Length 200
1,-0.10303522254642479,Curvature,Curve 136,max,Length 200
2,0.35745788898658226,Density,Curve 136,max,Length 200
0,-0.036870095891949395,Torsion,Curve 136,linear,Length 200
1,-0.0288510433139852,Curvature,Curve 136,linear,Length 200
2,-0.06781633521515845,Density,Curve 136,linear,Length 200
0,0.07538621100032009,Torsion,Curve 137,max,Length 200
1,0.04510981708543848,Curvature,Curve 137,max,Length 200
2,0.12486619087758836,Density,Curve 137,max,Length 200
0,0.03678647249339716,Torsion,Curve 137,linear,Length 200
1,0.09629459811061422,Curvature,Curve 137,linear,Length 200
2,-0.16332247540904507,Density,Curve 137,linear,Length 200
0,0.007168023808905998,Torsion,Curve 138,max,Length 200
1,-0.049195804958535864,Curvature,Curve 138,max,Length 200
2,0.22177799854573163,Density,Curve 138,max,Length 200
0,0.009343172476805505,Torsion,Curve 138,linear,Length 200
1,-0.07957251149911869,Curvature,Curve 138,linear,Length 200
2,-0.17803930066899587,Density,Curve 138,linear,Length 200
0,0.06601618639916096,Torsion,Curve 139,max,Length 200
1,-0.1952570057496527,Curvature,Curve 139,max,Length 200
2,0.2828185856372653,Density,Curve 139,max,Length 200
0,0.02036228380327046,Torsion,Curve 139,linear,Length 200
1,-0.06192005224707465,Curvature,Curve 139,linear,Length 200
2,-0.07088262963351068,Density,Curve 139,linear,Length 200
0,-0.01114029108648188,Torsion,Curve 140,max,Length 200
1,-0.15682931037201103,Curvature,Curve 140,max,Length 200
2,0.02915022042816247,Density,Curve 140,max,Length 200
0,-0.03146994032938596,Torsion,Curve 140,linear,Length 200
1,-0.09392113257528062,Curvature,Curve 140,linear,Length 200
2,-0.19474629429114845,Density,Curve 140,linear,Length 200
0,0.10066611645929284,Torsion,Curve 141,max,Length 200
1,-0.11984468094251848,Curvature,Curve 141,max,Length 200
2,-0.1095805980136259,Density,Curve 141,max,Length 200
0,0.07860710661670275,Torsion,Curve 141,linear,Length 200
1,-0.11629150001140783,Curvature,Curve 141,linear,Length 200
2,-0.017216910188026853,Density,Curve 141,linear,Length 200
0,0.061813804658817986,Torsion,Curve 142,max,Length 200
1,-0.08470327105120225,Curvature,Curve 142,max,Length 200
2,0.3217253337770136,Density,Curve 142,max,Length 200
0,-0.014775987967582194,Torsion,Curve 142,linear,Length 200
1,-0.029463610293655844,Curvature,Curve 142,linear,Length 200
2,-0.03544888011035735,Density,Curve 142,linear,Length 200
0,0.049806190345900864,Torsion,Curve 143,max,Length 200
1,-0.08549951767568403,Curvature,Curve 143,max,Length 200
2,0.04908535154470462,Density,Curve 143,max,Length 200
0,0.07584419828623877,Torsion,Curve 143,linear,Length 200
1,-0.03971552763556434,Curvature,Curve 143,linear,Length 200
2,-0.1785950168432427,Density,Curve 143,linear,Length 200
0,0.09510394943956561,Torsion,Curve 144,max,Length 200
1,-0.12953964936478718,Curvature,Curve 144,max,Length 200
2,0.2941237371550445,Density,Curve 144,max,Length 200
0,0.0503904486238581,Torsion,Curve 144,linear,Length 200
1,0.004342879360251667,Curvature,Curve 144,linear,Length 200
2,0.09106767190692006,Density,Curve 144,linear,Length 200
0,0.011629968619446745,Torsion,Curve 145,max,Length 200
1,-0.1367775546994367,Curvature,Curve 145,max,Length 200
2,0.36659250166631435,Density,Curve 145,max,Length 200
0,0.09047918000317477,Torsion,Curve 145,linear,Length 200
1,-0.038371060840310355,Curvature,Curve 145,linear,Length 200
2,-0.015327822875285384,Density,Curve 145,linear,Length 200
0,0.10926534044809433,Torsion,Curve 146,max,Length 200
1,-0.01635116081888841,Curvature,Curve 146,max,Length 200
2,0.09207608442349138,Density,Curve 146,max,Length 200
0,0.0002715213780321511,Torsion,Curve 146,linear,Length 200
1,-0.012993935260867525,Curvature,Curve 146,linear,Length 200
2,0.09248208773170195,Density,Curve 146,linear,Length 200
0,0.02161235064785253,Torsion,Curve 147,max,Length 200
1,-0.029029093689659863,Curvature,Curve 147,max,Length 200
2,0.41844776293773706,Density,Curve 147,max,Length 200
0,-0.00496121470827676,Torsion,Curve 147,linear,Length 200
1,0.05850438248946717,Curvature,Curve 147,linear,Length 200
2,0.10997179382648813,Density,Curve 147,linear,Length 200
0,0.06747180549829039,Torsion,Curve 148,max,Length 200
1,-0.08371700662994083,Curvature,Curve 148,max,Length 200
2,-0.12185792291866673,Density,Curve 148,max,Length 200
0,0.03591704014672904,Torsion,Curve 148,linear,Length 200
1,-0.08669668396561481,Curvature,Curve 148,linear,Length 200
2,-0.26407174508597525,Density,Curve 148,linear,Length 200
0,0.045696205280750885,Torsion,Curve 149,max,Length 200
1,-0.17189259399715942,Curvature,Curve 149,max,Length 200
2,0.21021015041115862,Density,Curve 149,max,Length 200
0,0.04006211861839874,Torsion,Curve 149,linear,Length 200
1,-0.11231128527827657,Curvature,Curve 149,linear,Length 200
